Course Name,University,Aptitude Score,Family_Income,Parental_Education_Level,Previous Score,Extracurricular activity,Difficulty Level,Course rating
Management Skills for International Business,University of London,99,Low,Postgraduate,69,No,Advanced,4.7
"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",University of London,74,Low,High School,64,Yes,Intermediate,4.5
International Business Capstone,University of London,85,Medium,College,65,Yes,Advanced,4.6
Foundations of Data Science: K-Means Clustering in Python,University of London,80,Low,College,68,No,Conversant,4.7
Responsive Website Development and Design Capstone,University of London,69,Medium,High School,69,Yes,Advanced,4.6
Corporate Strategy,University of London,54,Low,High School,66,No,Intermediate,4.8
Machine Learning for All,University of London,65,Low,High School,67,No,Conversant,4.7
Professional Skills for International Business,University of London,73,Medium,High School,70,Yes,Advanced,4.7
Global Energy and Climate Policy,University of London,63,Low,High School,86,Yes,Intermediate,4.6
Introduction to Virtual Reality,University of London,79,Low,Postgraduate,70,Yes,Intermediate,4.7
Industrial Biotechnology,University of Manchester,53,High,College,86,Yes,Intermediate,4.5
Water Supply and Sanitation Policy in Developing Countries Part 2: Developing Effective Interventions,University of Manchester,73,High,High School,63,Yes,Beginner,4.5
Global Health and Humanitarianism,University of Manchester,99,Medium,High School,69,Yes,Beginner,4.8
Introduction to Physical Chemistry,University of Manchester,92,Medium,Postgraduate,69,Yes,Intermediate,4.6
Water Supply and Sanitation Policy in Developing Countries Part 1: Understanding Complex Problems,University of Manchester,88,Medium,High School,66,Yes,Intermediate,4.7
Introduction to Molecular Spectroscopy,University of Manchester,95,Medium,Postgraduate,74,No,Beginner,4.7
Protecting the World: Introducing Corrosion Science and Engineering,University of Manchester,75,Low,College,63,Yes,Intermediate,4.5
"Managing Responsibly: Practicing Sustainability, Responsibility and Ethics",University of Manchester,99,High,Postgraduate,66,Yes,Conversant,4.7
"Our Earth: Its Climate, History, and Processes",University of Manchester,79,High,High School,70,No,Beginner,4.7
Dealing With Missing Data,"University of Maryland, College Park",93,Low,High School,61,No,Advanced,3.5
Programming Mobile Applications for Android Handheld Systems: Part 2,"University of Maryland, College Park",70,Low,High School,64,Yes,Advanced,4.7
Successful Interviewing,"University of Maryland, College Park",93,Medium,College,74,Yes,Advanced,4.7
Master Class for Corporate Entrepreneurs,"University of Maryland, College Park",100,High,College,72,No,Beginner,4.5
Developing the Opportunity for Corporate Entrepreneurs,"University of Maryland, College Park",96,Low,High School,74,Yes,Beginner,4.2
Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs,"University of Maryland, College Park",92,Low,High School,68,No,Advanced,4.2
Building the Business Model for Corporate Entrepreneurs,"University of Maryland, College Park",98,Low,High School,67,No,Advanced,4.6
Software Security,"University of Maryland, College Park",53,Low,Postgraduate,74,Yes,Advanced,4.6
The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",51,Medium,High School,65,Yes,Beginner,4.8
Combining and Analyzing Complex Data,"University of Maryland, College Park",98,Low,High School,59,Yes,Advanced,4.2
Entrepreneurship Capstone,"University of Maryland, College Park",52,High,High School,71,No,Beginner,4.6
Writing Winning Resumes and Cover Letters,"University of Maryland, College Park",59,Low,Postgraduate,66,Yes,Advanced,4.7
New Venture Finance: Startup Funding for Entrepreneurs,"University of Maryland, College Park",93,Low,Postgraduate,71,Yes,Beginner,4.5
New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",71,High,College,62,No,Beginner,4.7
Financing and Profiting from Innovation for Corporate Entrepreneurs,"University of Maryland, College Park",72,Medium,College,69,No,Advanced,4.7
Hardware Security,"University of Maryland, College Park",74,Medium,High School,64,No,Advanced,4.1
Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship,"University of Maryland, College Park",71,Low,College,66,Yes,Conversant,4.6
Surviving Disruptive Technologies (On Demand),"University of Maryland, College Park",58,Low,High School,65,Yes,Intermediate,4.7
How To Land the Job You Want (Capstone Project),"University of Maryland, College Park",97,High,High School,68,No,Advanced,Not Calibrated
Exploring Quantum Physics,"University of Maryland, College Park",99,Low,High School,62,No,Advanced,3.5
Genes and the Human Condition (From Behavior to Biotechnology),"University of Maryland, College Park",72,Medium,High School,73,Yes,Beginner,4.6
"The Effect of Fires on People, Property and the Environment","University of Maryland, College Park",82,High,College,72,Yes,Beginner,4.7
Programming Mobile Applications for Android Handheld Systems: Part 1,"University of Maryland, College Park",78,Medium,College,68,Yes,Intermediate,4.5
Cryptography,"University of Maryland, College Park",60,Medium,College,66,Yes,Advanced,4.5
Understanding Terrorism and the Terrorist Threat,"University of Maryland, College Park",73,Medium,College,71,Yes,Intermediate,4.7
Innovation for Entrepreneurs: From Idea to Marketplace,"University of Maryland, College Park",83,Low,Postgraduate,69,No,Beginner,4.4
Usable Security,"University of Maryland, College Park",96,Low,Postgraduate,71,Yes,Beginner,4.5
Cybersecurity Capstone Project,"University of Maryland, College Park",54,Medium,High School,63,Yes,Advanced,3.6
Framework for Data Collection and Analysis,"University of Maryland, College Park",61,Low,High School,65,Yes,Beginner,4.1
Advanced Interviewing Techniques,"University of Maryland, College Park",88,High,High School,65,Yes,Advanced,4.7
Interview Research and Preparation,"University of Maryland, College Park",76,Low,Postgraduate,70,No,Advanced,4.6
Problem Solving Using Computational Thinking,University of Michigan,54,Medium,College,68,Yes,Beginner,4.7
Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,University of Michigan,92,Medium,College,64,No,Beginner,4.6
"Risk, Return & Valuation",University of Michigan,93,Low,High School,68,No,Beginner,4.8
Free Speech on Campus Teach-Out,University of Michigan,76,Medium,College,69,No,Beginner,4.5
"Disinformation, Misinformation, and Fake News Teach-Out",University of Michigan,51,Low,Postgraduate,64,Yes,Beginner,4.9
"Internet History, Technology, and Security",University of Michigan,76,Medium,High School,72,Yes,Beginner,4.8
Securing Digital Democracy,University of Michigan,71,Medium,College,65,No,Advanced,4.8
"Sleep: Neurobiology, Medicine, and Society",University of Michigan,54,Medium,High School,67,No,Intermediate,4.7
The Finite Element Method for Problems in Physics,University of Michigan,85,Medium,High School,64,Yes,Beginner,4.5
"Making Successful Decisions through the Strategy, Law & Ethics Model",University of Michigan,88,Medium,High School,66,Yes,Advanced,4.8
"Applied Plotting, Charting & Data Representation in Python",University of Michigan,74,Medium,High School,67,Yes,Advanced,4.3
Python Data Structures,University of Michigan,75,High,College,67,No,Conversant,4.8
Applied Text Mining in Python,University of Michigan,70,Low,Postgraduate,67,Yes,Advanced,4
Evaluating Designs with Users,University of Michigan,81,Medium,Postgraduate,69,No,Beginner,4.7
Building Web Applications in Django,University of Michigan,91,Low,High School,68,Yes,Conversant,4.6
Leading People and Teams Capstone,University of Michigan,85,Medium,College,69,No,Beginner,4.6
"Sampling People, Networks and Records",University of Michigan,78,Low,High School,68,Yes,Advanced,4.4
Mindware: Critical Thinking for the Information Age,University of Michigan,53,Medium,High School,66,Yes,Beginner,4.8
Hearing Loss in Children,University of Michigan,90,Low,College,65,Yes,Intermediate,4.9
"Python Project: pillow, tesseract, and opencv",University of Michigan,90,Medium,Postgraduate,65,Yes,Conversant,3.4
Programming for Everybody (Getting Started with Python),University of Michigan,82,Medium,High School,74,No,Conversant,4.8
Writing and Editing: Word Choice and Word Order,University of Michigan,68,Medium,Postgraduate,61,No,Beginner,4.6
Inspiring and Motivating Individuals,University of Michigan,88,Medium,High School,70,Yes,Intermediate,4.7
Inferential Statistical Analysis with Python,University of Michigan,50,Medium,College,65,No,Beginner,4.1
Data Science Ethics,University of Michigan,57,Low,College,68,Yes,Beginner,4.7
Web Application Technologies and Django,University of Michigan,85,Low,High School,66,Yes,Conversant,4.7
UX (User Experience) Capstone,University of Michigan,57,Medium,High School,72,Yes,Advanced,4.7
Thoracic Oncology,University of Michigan,63,Low,High School,64,No,Beginner,4.9
Thrive in Trying Times Teach-Out,University of Michigan,63,High,High School,64,Yes,Beginner,4.3
"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",University of Michigan,63,Medium,Postgraduate,70,No,Intermediate,4.6
"Python Functions, Files, and Dictionaries",University of Michigan,93,Low,College,65,Yes,Conversant,4.8
"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",University of Michigan,76,Low,Postgraduate,71,No,Beginner,4.9
Django Features and Libraries,University of Michigan,88,High,College,71,Yes,Beginner,4.8
Why Iowa? A Primer on Primaries and Caucuses Teach-Out,University of Michigan,60,Medium,High School,67,Yes,Beginner,4.5
Introduction to Data Science in Python,University of Michigan,76,Medium,High School,66,Yes,Advanced,4.3
"JavaScript, jQuery, and JSON",University of Michigan,75,Medium,High School,89,No,Advanced,4.6
Innovations in Investment Technology: Artificial Intelligence,University of Michigan,62,Low,Postgraduate,70,Yes,Conversant,4.7
Survey Data Collection and Analytics Project (Capstone),University of Michigan,61,Medium,High School,66,Yes,Advanced,4
Community Organizing for Social Justice,University of Michigan,53,Medium,College,66,Yes,Intermediate,4.7
"UX Research at Scale: Surveys, Analytics, Online Testing",University of Michigan,52,Low,High School,65,Yes,Advanced,3.6
Resilient Teaching Through Times of Crisis and Change,University of Michigan,87,High,High School,66,Yes,Advanced,4.8
The Future of Payment Technologies,University of Michigan,81,Medium,Postgraduate,71,No,Conversant,4.7
Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,University of Michigan,79,Low,College,68,Yes,Advanced,5
Interactivity with JavaScript,University of Michigan,78,High,Postgraduate,64,No,Intermediate,4.7
Police Brutality in America Teach-Out,University of Michigan,52,Medium,College,67,Yes,Beginner,4.8
Anatomy: Musculoskeletal and Integumentary Systems,University of Michigan,69,Low,High School,67,Yes,Intermediate,4.8
Understanding and Visualizing Data with Python,University of Michigan,86,Low,High School,63,Yes,Advanced,4.6
"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,77,Medium,Postgraduate,69,Yes,Conversant,4.7
Influencing People,University of Michigan,52,Medium,Postgraduate,66,No,Beginner,4.7
UX Design: From Concept to Prototype,University of Michigan,92,Medium,High School,67,Yes,Intermediate,4.5
"Act on Climate: Steps to Individual, Community, and Political Action",University of Michigan,71,Medium,College,66,No,Intermediate,4.8
Advanced Styling with Responsive Design,University of Michigan,52,Medium,Postgraduate,66,No,Conversant,4.7
The Science of Success: What Researchers Know that You Should Know,University of Michigan,93,Medium,Postgraduate,68,No,Beginner,4.8
Data Collection and Processing with Python,University of Michigan,90,Low,Postgraduate,69,Yes,Conversant,4.6
Accounting for Decision Making,University of Michigan,91,Low,College,61,No,Intermediate,4.8
Writing and Editing: Structure and Organization,University of Michigan,72,Medium,High School,59,No,Intermediate,4.6
Python Basics,University of Michigan,77,Low,High School,69,No,Beginner,4.8
Michigan Sport-Related Concussion Training Certification,University of Michigan,65,High,High School,71,Yes,Beginner,4.8
Leading Teams,University of Michigan,85,Medium,Postgraduate,69,No,Intermediate,4.7
Dentistry 101,University of Michigan,60,High,High School,63,Yes,Intermediate,4.6
Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,51,Medium,College,68,Yes,Beginner,4.6
High Stakes Leadership: Leading in Times of Crisis,University of Michigan,94,Medium,Postgraduate,71,Yes,Beginner,4.7
Exploring Basic Income in a Changing Economy Teach-Out,University of Michigan,79,Medium,Postgraduate,73,No,Beginner,4.6
"Using JavaScript, JQuery, and JSON in Django",University of Michigan,95,High,College,72,No,Beginner,4.8
Applied Machine Learning in Python,University of Michigan,80,Low,Postgraduate,65,Yes,Advanced,4.5
Fitting Statistical Models to Data with Python,University of Michigan,57,Medium,Postgraduate,66,No,Beginner,4.4
Service Transformed: Lessons in U.S. Veteran Centered Care,University of Michigan,55,Low,High School,67,No,Advanced,3.8
Writing and Editing: Revising,University of Michigan,67,Medium,High School,73,Yes,Beginner,4.8
Blockchain and Cryptocurrency Explained,University of Michigan,79,Medium,Postgraduate,69,No,Conversant,4.6
Python Classes and Inheritance,University of Michigan,89,High,College,72,Yes,Conversant,4.7
Model Thinking,University of Michigan,69,Medium,High School,73,Yes,Beginner,4.8
